"Nama","Alamat","No. Telp","Website","Jenis Entitas","Jenis Kegiatan","Tgl Input","Keterangan"
"TunaiCepat","","","halo.tunaicepat@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-05/VII/SWI/2018"
"TunaiTunai","","","","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-05/VII/SWI/2018"
"Uang Cash","","","cybests09@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-05/VII/SWI/2018"
"Uang Cepat","","","humanresourcecashexpress@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-05/VII/SWI/2018"
"Uang Express","","","Sahid Sudirman Center Unit E Lt.39 Jl. Jend. Sudirman No.Kav. 86, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10220 , Jakarta, DKI Jakarta, 10220, Indonesia","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-05/VII/SWI/2018"
"Uang Kilat","","","business@huirongtech.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-05/VII/SWI/2018"
"Uang Plus","","","","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-05/VII/SWI/2018"
"UangInstan","","","halo.tunaicepat@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-05/VII/SWI/2018"
"UangMart","","","duaharigroup@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-05/VII/SWI/2018"
"UangOnline-Pinjaman","","","158658970@qq.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-05/VII/SWI/2018"
"UangPinjaman","","","","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-05/VII/SWI/2018"
"UangSaku","","","caominglei@faxindai.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-05/VII/SWI/2018"
"Usaha Modal Kecil","","","deltaoyi@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-05/VII/SWI/2018"
"Uuang-Pinjam Uang","","","","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-05/VII/SWI/2018"
"We Cash","","","jessicaliu@we-cash.co.id","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-05/VII/SWI/2018"
"We Cash Partner","","","","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-05/VII/SWI/2018"
"Wesal Keuangan Syariah","","","JL. BUKIT MAWAR II. NO.139B. BLOK F. SENDANG MULYO. TEMBALANG. SEMARANG. INDONESIA. 50272 / inamtsoft@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-05/VII/SWI/2018"
"Yes Kredit","","","monica20180511@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-05/VII/SWI/2018"
"YesRupiah","","","173335986@qq.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-05/VII/SWI/2018"
"Yuk Rupiah","","","","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-05/VII/SWI/2018"
"Yuk Rupiah","","","","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-05/VII/SWI/2018"
"Zidisha","","","team@zidisha.org","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-05/VII/SWI/2018"
"Ahli pinjaman","","","jiaodian@daiba.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Alipinjaman - Ali Pinjaman Uang Kilat Dana Kredit","","","alipinjaman1818@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Ambil uang","","","negaristeffi@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"anda rupiah","","","jkdragon1988@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Angel Cash – Pinjam Uang Tanpa Jaminan","","","Alamat: Graha Arda Lantai 3 unit B, Jalan Hajjah Rangkayo Rasuna Said, RT.5/RW.2, Kec. Setiabudi, Jakarta 12920 Email: cashexpressreal@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"AyoRupiah - Solusi Dana Talangan Anda","","","info.costumer@ayorupiah.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Beta Berkat","","","Betaberkat@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"bostunai","","","onlinepinjam@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Bostunai","","","rifqianialqorni@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Bri KUR Pinjaman Modal","","","jukikdemora33@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"CariPinjaman","","","steven07079@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"CASH - Pinjaman dana melalui HP","","","overseasbussiness@chinamobiad.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Cash Advance - Small Personal Loans for Bad Credit","","","cash.advance.personal.loans@europe.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Cash Affairs- Pinjam Dana Jadi Lebih Terpercaya","","","chaolunni03051990@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Cash Dana Kilat","","","cashkilat.app@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"CashBon","","","pinjamanflt@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"cashcash","","","business@firestorm-sea.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"coopa loans","","","ruthnthenya@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"CreditSmart","","","Costumerservice@finlabtech.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Dana Berkat","","","rupiahcashbos@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Dana Flash","","","danaflash201818@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Dana Go - Dana pinjaman cair seketika","","","business@gogodana.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Dana Indonesia","","","animebitlovers@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Dana Kilat - Pinjaman Online Aman, Cepat dan Mudah","","","zerafaras61@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Dana One","","","tantan19900701@163.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Dana Pinjaman Modal Cepat Terkini","","","terathick@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Dana Sukses","","","danasuksespinjaman@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"DanaBonus","","","layanan.danabonus@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Danain Cepat - Cara Mendapatkan Pinjaman Aman","","","adit.devan.pratama@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"DanaKita","","","webmaster@danakita.com // Gandaria 8 Office, Lt.16 Unit K, Jl. Sultan Iskandar Muda, Jakarta Selatan, DKI Jakarta 12210","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Danaku","","","18559284449@163.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"DanaPinjaman","","","pinjamanflt@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Doctor Ð?ng","","","hotro@doctordong.vn","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Dokter Pinjaman","","","tantan19900701@163.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Dokter Uang - Pasar Rupiah","","","cs@dokteruang.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Dompet Ajaib-Pinjaman semua orang, mudah dan cepat","","","zhangzhijie472@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Dompet Kartu","","","dompetkartu66@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Dr Rupiah","","","","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Easy Cash","","","sales@najahguru.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Easy loans online","","","gneriun@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Easy Pinjaman","","","Uangmarket@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"EasyKta-Pinjaman Dana Online","","","easy_kta@yahoo.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Fast Money Lend","","","tradingwheels1@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"FastRupiah","","","public@uangsaku.cn","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"flash Rupiah","","","rupiahflash@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Gampang Pinjaman","","","gampang.pinjaman2018@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"GetTunai","","","shidoudou2012@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Gocash","","","Alamat: 1. Central Park Office Tower (APL Tower) 17th Floor Suite T3, Jl. Letjen S. Parman Kav. 28, Jakarta Barat 11470 2. Neo SOHO Capital 33rd floor, Suite 3301 - 3305, Jl. Letjen S. Parman Kav. 28, Jakarta Barat 11470 Email: bd_marketing@mintq.com; pr@","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Go Cash","","","moveitab@yahoo.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Go Dana","","","ynhj01@adpanshi.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Go Duit","","","flbhj@adpanshi.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Go Duit - Pinjaman dana darurat","","","ynhj01@adpanshi.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Go Uang","","","lcyangmi@163.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"GoCard - Pinjam Uang","","","gocardindonesia@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"GoDuit ~ Pinjaman online cepat dan aman","","","cahayamastechindo@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"GoKredit","","","contact@go-kredit.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"GoPinjaman - Tunai Uang kredit Loan","","","admin@amxc.tech","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"GoRp- Online PINJAM","","","bbtlrm001@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Go Rupiah - Pinjaman Uang Rupiah Mudah & Cepat","","","moveitab@yahoo.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"GoTunai","","","https://www.gogodana.com/#/home","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Hai Kredit","","","tantan19900701@163.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"HaloCash - Pinjaman Kilat Anda","","","help@halocash.co.id","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Instant Hakika cash loan","","","Usokish@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"InvestKu - Safest Online P2P Lending Platform","","","cs.investku@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Kami Rupiah","","","","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Kami Dana Rupiah","","","391431657@qq.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"KoinExtra","","","tangrui020708@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"komputer-kta,kredit mobil&Dompet or Pinjaman,skype","","","feizhaifuaileshui@163.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"KooRupiah - Pinjaman Uang","","","FINTECH7777@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Kredina","","","admin@kredina.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Kredit Mini","","","hong081514@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Kredit Pinjaman - KTA","","","APARTEMEN LAGUNA BLOK A 16 NO. 58. RT/RT : 006/019 KELURAHAN PLUIT, KECAMATAN PENJARINGAN JAKARTA UTARA DKI Jakarta - 14450 / novita.sutio@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Kredit Pinjaman Tanpa Agunan","","","GODEV.KILLER@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Kredit Pinjaman Tunai | BRI Dana Cepat","","","tudio.code19@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"KTA Bank dan Non Bank Terlengkap","","","Afiqadev@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Kuredi – Pinjaman Dana Online Uang Cepat","","","hi@kuredi.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Kwik Mobi Cash","","","vectorcomltd@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Legit Loan - Need Cash Fast?","","","morganjeffrey2018@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"LetsGoRupiah - Ayo pinjam dana online sekarang!","","","bbtlrm001@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Loan Box","","","flbhj@adpanshi.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Loan Cash USA - Fast Cash loans!","","","maynogames@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Loan Globally","","","info@loanglobally.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"LOAN ONLINE","","","loanfastest@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"MagoCash","","","loan@magocash.ca","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Masskredit","","","vincent@masskredit.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Micromoney","","","a@money.com.mm","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Mini Rupiah","","","Telepon: 02125983963 Email: service@geteasycash.asia; fitri@yangqianguan.com; kdou@yangqianguan.com; yangyou@yangqianguan.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Money Online, Fast Cash, Pembayaran Pinjaman","","","priscilajosefa77@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Ok Klik","","","","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Online Loan In 2 Minute","","","loanfastest@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Payday loans","","","nuttapong.t@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Personal Loan In 30 Seconds","","","loanfastest@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Personal loans online","","","gneriun@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjam Aja - Pilihan Tepat Pinjaman Online","","","jdone.dev@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjam Petir","","","yuling@xinliannetwork.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjam Plus","","","betaberkat@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjam Plus","","","betaberkat@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"pinjam tunai - pinjaman online untuk pinjam uang","","","done.dev@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjam Uang","","","annesandyqu@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman","","","pinjamanflt@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman Bank","","","One Pacific Place SCBD, Jl. Jend. Sudirman Kav.52-53, Jakarta 12190","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman Bersama","","","bobbyfaisal01@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman Cepat","","","APARTEMEN LAGUNA BLOK A 16 NO. 58. RT/RT : 006/019 KELURAHAN PLUIT, KECAMATAN PENJARINGAN JAKARTA UTARA DKI Jakarta - 14450 / novita.sutio@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"pinjaman cepat","","","iamrobottx1@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman Dana Online Five In One","","","sumartinidev@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman Dana Tunai | BRI Dana Cepat","","","GODEV.Killer@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjam Kilat","","","","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman Kredit","","","nlinepinjam@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman KUR Online 2018","","","bensakbengi@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman Online Dengan Cicilan","","","isokdiam@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman Online Dengan KTP","","","isokdiam@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman online tanpa jaminan","","","pinjaman.online@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman Pintar","","","18559284449@163.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman Plus","","","","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman Pro","","","tunaiplaza@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman Tanpa Agunan","","","bobbyfaisal01@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman Tanpa Agunan","","","studio.code19@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman Tanpa Agunan","","","eriginting.85@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman Tanpa Angsuran","","","group.ginting@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman Tunai BNI Terbaru","","","astyastuty73@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman Tunai BRI","","","wowtshirt1@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman Tunai BRI Terbaru","","","LuckyDeveloper1186@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman tunai-Pinjam uang Suku bunga rendah","","","chenziyang867@163.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman uang - Online Dana Tanpa Jaminan","","","kahlouchhicham2012@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman uang Bri kredit","","","bahagiatetep17@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman Uang Online F i O","","","keranggoreng33@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjaman Uang Tanpa Jaminan","","","afiqadev@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjamin Uang - Cepat dan Mudah","","","avianto94@gmail.com / Taman Kintamani Blok H4 No. 8, Desa Jejalen Jaya, Kecamatan Tambun Utara, Kabupaten Bekasi, 17567","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"PinjamSaja","","","bbtlrm001@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pinjem Duit - data kilat","","","lihonglun@kuailegezi.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pnjmncepat","","","robby345678@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"PnjmnPetir","","","Tamy14481@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Pundi-Pundi Pembayaran","","","support@pundi-pundi.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Quick - M loans","","","ruthnthenya@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"QuickCash123","","","support@quickcash123.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Raja Pinjaman","","","tantan19900701@163.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Raja Rupiah","","","15658594645@163.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
"Raja-Uang","","","rajauang2018@gmail.com","Fintech Ilegal","Peer To Peer Lending","13/12/2021","SP-07/IX/SWI/2018"
